"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-07-11T23:41:29Z"
"Version","20230711234129"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability","From Region Code","Overhead","Region Code","serviceName","To Region Code"
"BRGD2QXCADYK6QHQ","JRTCKXETXF","BRGD2QXCADYK6QHQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in EU (Frankfurt)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-INT-AA-TIER5","Bulk INT Restore Requests",,,,,,"EUC1-Requests-INT-AA-Tier5","RestoreObjectBulk",,,,"eu-central-1","Amazon Simple Storage Service",
"BRNKM9XS2UFDN6AV","JRTCKXETXF","BRNKM9XS2UFDN6AV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Stockholm) InterRegion Inbound Base Data Transfer for MRAP to US West (Oregon)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Stockholm)","AWS Region","US West (Oregon)","AWS Region","USW2-EUN1-MRAP-In-Bytes","MRAP-Dtransfer",,"eu-north-1",,,"Amazon Simple Storage Service","us-west-2"
"BRS86FN45R63QDMQ","JRTCKXETXF","BRS86FN45R63QDMQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Paris) InterRegion Outbound Base Data Transfer for MRAP to US West (Oregon)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Paris)","AWS Region","US West (Oregon)","AWS Region","EUW3-USW2-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-west-3",,,"Amazon Simple Storage Service","us-west-2"
"BRVHM364U6ZDC7DF","JRTCKXETXF","BRVHM364U6ZDC7DF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06 per 1,000 Lifecycle requests to Glacier Deep Archive in Europe (Zurich)","2023-07-01","0","Inf","Requests","0.0000600000","USD",,"AmazonS3","Europe (Zurich)","AWS Region",,,,,,"S3-API-Tier3","Lifecycle Transition Requests into Glacier Deep Archive",,,,,,"EUC2-Requests-Tier3","S3-GDATransition",,,,"eu-central-2","Amazon Simple Storage Service",
"BSV232Z7HHK6XQH2","JRTCKXETXF","BSV232Z7HHK6XQH2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0055 per 1,000 UploadPart requests to Glacier","2023-07-01","0","Inf","Requests","0.0000055000","USD",,"AmazonS3","Asia Pacific (Melbourne)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","UploadPart to Glacier",,,,,,"APS6-Requests-GLACIER-Tier1","UploadPart",,,,"ap-southeast-4","Amazon Simple Storage Service",
"BSV6SRYEFAA7FWJR","JRTCKXETXF","BSV6SRYEFAA7FWJR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03426  per 1,000 PostObject requests to Glacier","2023-07-01","0","Inf","Requests","0.0000342600","USD",,"AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","POST requests to Glacier",,,,,,"APN3-Requests-GLACIER-Tier1","PostObject",,,,"ap-northeast-3","Amazon Simple Storage Service",
"BSVTCWHVCJFSMMNS","JRTCKXETXF","BSVTCWHVCJFSMMNS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in EU (London)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","EU (London)","AWS Region",,,,,,"S3-API-INT-AA-TIER5","Bulk INT Restore Requests",,,,,,"EUW2-Requests-INT-AA-Tier5","RestoreObjectBulk",,,,"eu-west-2","Amazon Simple Storage Service",
"BTQX86HATRPX5RHV","JRTCKXETXF","BTQX86HATRPX5RHV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0036 per GB/month prorated for Glacier Early Delete","2023-07-01","0","Inf","GB-Mo","0.0036000000","USD","Fee","AmazonS3","US West (Oregon)","AWS Region",,,,"Glacier:EarlyDelete","Pro-rated fee for deleting items prior to 90 days",,,,,,,,"USW2-EarlyDelete-ByteHrs","",,,,"us-west-2","Amazon Simple Storage Service",
"BTZRX9TNC7FE6KBG","JRTCKXETXF","BTZRX9TNC7FE6KBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Inbound Base Data Transfer for MRAP to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","EU (Stockholm)","AWS Region","EUN1-APS3-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","eu-north-1"
"BU24XTJU93SHYHG8","JRTCKXETXF","BU24XTJU93SHYHG8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access","2023-07-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Asia Pacific (Hong Kong)","AWS Region",,,,,,"S3-API-SIA-Retrieval","Object Retrieval in Standard-Infrequent Access",,,,,,"APE1-Retrieval-SIA","",,,,"ap-east-1","Amazon Simple Storage Service",
"BU6E56RCJ4W9R2CA","JRTCKXETXF","BU6E56RCJ4W9R2CA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-S3RTC-Out-Bytes","",,"us-east-1",,,"Amazon Simple Storage Service","ap-south-1"
"BU74TX74JC5R9C55","JRTCKXETXF","BU74TX74JC5R9C55.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per 1,000 PUT for Replication Time Control to Glacier","2023-07-01","0","Inf","Requests","0.0000360000","USD",,"AmazonS3","Asia Pacific (Singapore)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","PUT for Replication Time Control to Glacier",,,,,,"APS1-Requests-GLACIER-Tier1","PutObjectReplTime",,,,"ap-southeast-1","Amazon Simple Storage Service",
"BU88X5XE348DSJ5S","JRTCKXETXF","BU88X5XE348DSJ5S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - EU (Stockholm) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Osaka)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Stockholm)","AWS Region","Asia Pacific (Osaka)","AWS Region","EUN1-APN3-MRAP-Out-Bytes","MRAP-Dtransfer",,"eu-north-1",,,"Amazon Simple Storage Service","ap-northeast-3"
"BUD8D7X7WPJWW7DE","JRTCKXETXF","BUD8D7X7WPJWW7DE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - Asia Pacific Data Transfer for Multi Region Access Points to Asia Pacific","2023-07-01","0","Inf","GB","0.0100000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Inbound","AP","AWS Region","AP","AWS Region","AP-AP-MRAP-In-Bytes","",,"",,,"Amazon Simple Storage Service",""
"BUS5A6KXQNHDMERS","JRTCKXETXF","BUS5A6KXQNHDMERS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Intelligent Tiering","2023-07-01","0","Inf","Requests","0.0000100000","USD",,"AmazonS3","US East (N. Virginia)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Intelligent-Tiering",,,,,,"Requests-Tier4","S3-INTTransition",,,,"us-east-1","Amazon Simple Storage Service",
"BUT33SA4JF6BP7FU","JRTCKXETXF","BUT33SA4JF6BP7FU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per Requests for Requests-INT-AA-Tier3:RestoreObject in South America (Sao Paulo)","2023-07-01","0","Inf","Requests","0.0000000000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,,,"S3-API-INT-AA-TIER3","Standard INT Restore Requests",,,,,,"SAE1-Requests-INT-AA-Tier3","RestoreObject",,,,"sa-east-1","Amazon Simple Storage Service",
"BV5RMHDNK3R5PHAU","JRTCKXETXF","BV5RMHDNK3R5PHAU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 per GB flat fee for all bytes encrypted using Dual-Layer Server-Side Encryption in Middle East (Bahrain)","2023-07-01","0","Inf","GB","0.0030000000","USD",,"AmazonS3","Middle East (Bahrain)","AWS Region",,,,,,"S3-API-Dual-Encryption","Bytes Encrypted using Dual-Layer Server-Side Encryption",,,,,,"MES1-S3DSSE-In-Bytes","",,,,"me-south-1","Amazon Simple Storage Service",
"BV8UPBA7DRDRXCNC","JRTCKXETXF","BV8UPBA7DRDRXCNC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Singapore) InterRegion Inbound Base Data Transfer for MRAP to Australia (Sydney)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS2-APS1-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-southeast-1",,,"Amazon Simple Storage Service","ap-southeast-2"
"BV9AS6TWSS86ZW4X","JRTCKXETXF","BV9AS6TWSS86ZW4X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - for bytes returned by S3 Select in Glacier Instant Retrieval","2023-07-01","0","Inf","GB","0.0300000000","USD","API Request","AmazonS3","Europe (Zurich)","AWS Region",,,,,,"S3-API-GIR-Select-Returned","Data Returned by S3 Select in Glacier Instant Retrieval",,,,,,"EUC2-Select-Returned-GIR-Bytes","",,,,"eu-central-2","Amazon Simple Storage Service",
"BVEMZST862S23Q8N","JRTCKXETXF","BVEMZST862S23Q8N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in Asia Pacific (Melbourne)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","Asia Pacific (Melbourne)","AWS Region",,,,,,"S3-API-DAA-TIER5","Bulk INT Restore Requests",,,,,,"APS6-Requests-INT-DAA-Tier5","RestoreObjectBulk",,,,"ap-southeast-4","Amazon Simple Storage Service",
"BVPHBY78BB6H4A3Q","JRTCKXETXF","BVPHBY78BB6H4A3Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 per GB flat fee for all bytes decrypted using Dual-Layer Server-Side Encryption in Asia Pacific (Hyderabad)","2023-07-01","0","Inf","GB","0.0030000000","USD",,"AmazonS3","Asia Pacific (Hyderabad)","AWS Region",,,,,,"S3-API-Dual-Decyrption","Bytes Decrypted using Dual-Layer Server-Side Decryption",,,,,,"APS5-S3DSSE-Out-Bytes","",,,,"ap-south-2","Amazon Simple Storage Service",
"BW4T3W77RQSYFFBH","JRTCKXETXF","BW4T3W77RQSYFFBH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Europe (Spain) Data Transfer for Replication Time Control to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Europe (Spain)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EUS2-APS3-S3RTC-In-Bytes","",,"eu-south-2",,,"Amazon Simple Storage Service","ap-south-1"
"BW7526MZS8H5U9VS","JRTCKXETXF","BW7526MZS8H5U9VS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - flat fee for all bytes retrieved in Glacier Instant Retrieval","2023-07-01","0","Inf","GB","0.0300000000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-GIR-Retrieval","Object Retrieval in Glacier Instant Retrieval",,,,,,"EUC1-Retrieval-GIR","",,,,"eu-central-1","Amazon Simple Storage Service",
"BWMS8BKD3KTBKAFT","JRTCKXETXF","BWMS8BKD3KTBKAFT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per GB - for bytes scanned by S3 Select in Glacier Instant Retrieval","2023-07-01","0","Inf","GB","0.0025000000","USD",,"AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-GIR-Select-Scanned","Data Scanned by S3 Select in Glacier Instant Retrieval",,,,,,"APS3-Select-Scanned-GIR-Bytes","",,,,"ap-south-1","Amazon Simple Storage Service",
"BWPTDUNJMP69SRY4","JRTCKXETXF","BWPTDUNJMP69SRY4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0032 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:IntelligentTieringDAAStorage in South America (Sao Paulo)","2023-07-01","0","Inf","Gigabyte Month","0.0032000000","USD","Storage","AmazonS3","South America (Sao Paulo)","AWS Region","N/A","Intelligent-Tiering","IntelligentTieringDeepArchiveAccess",,,,,,,,,,"SAE1-TimedStorage-INT-DAA-ByteHrs","","N/A",,,"sa-east-1","Amazon Simple Storage Service",
"BWUPQ7ZAE3EGQNMS","JRTCKXETXF","BWUPQ7ZAE3EGQNMS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to EU (Milan)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","EU (Milan)","AWS Region","APS2-EUS1-S3RTC-Out-Bytes","",,"ap-southeast-2",,,"Amazon Simple Storage Service","eu-south-1"
"BWXBPUPW3TEXYZXJ","JRTCKXETXF","BWXBPUPW3TEXYZXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0012 per GB for Bulk-Select-Scanned-Bytes in Asia Pacific (Hyderabad)","2023-07-01","0","Inf","GB","0.0012000000","USD","Fee","AmazonS3","Asia Pacific (Hyderabad)","AWS Region",,,,"S3-Bulk-Select-Scanned","Fee for Select Data Scanned using Bulk tier",,,,,,,,"APS5-Bulk-Select-Scanned-Bytes","",,,,"ap-south-2","Amazon Simple Storage Service",
"BX3C9YWF59U4BSF7","JRTCKXETXF","BX3C9YWF59U4BSF7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Intelligent Tiering","2023-07-01","0","Inf","Requests","0.0000100000","USD",,"AmazonS3","EU (Frankfurt)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Intelligent-Tiering",,,,,,"EUC1-Requests-Tier4","S3-INTTransition",,,,"eu-central-1","Amazon Simple Storage Service",
"BX9ZQ8HH699QZYBZ","JRTCKXETXF","BX9ZQ8HH699QZYBZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0083 per GB-Month of storage used for small objects","2023-07-01","0","Inf","GB-Mo","0.0083000000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,"S3-Storage-GIR-SmObject","Fee for storing small objects (<128KB) in GIR Storage",,,,,,,,"SAE1-TimedStorage-GIR-SmObjects","",,,,"sa-east-1","Amazon Simple Storage Service",
"BXP5F6NKE88SC79A","JRTCKXETXF","BXP5F6NKE88SC79A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 CopyPart to Glacier","2023-07-01","0","Inf","Requests","0.0000050000","USD",,"AmazonS3","EU (Stockholm)","AWS Region",,,,,,"S3-API-GLACIER-Tier1","CopyPart to Glacier",,,,,,"EUN1-Requests-GLACIER-Tier1","CopyPart",,,,"eu-north-1","Amazon Simple Storage Service",
"BXTJ6Y68NT5EQ5RA","JRTCKXETXF","BXTJ6Y68NT5EQ5RA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to EU (Milan)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","EU (Milan)","AWS Region","EU-EUS1-S3RTC-Out-Bytes","",,"eu-west-1",,,"Amazon Simple Storage Service","eu-south-1"
"BXYBUTPN6S3GZBUR","JRTCKXETXF","BXYBUTPN6S3GZBUR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.00 per 1 million object operations performed by Batch Operations","2023-07-01","0","Inf","Objects","0.0000010000","USD",,"AmazonS3","Asia Pacific (Singapore)","AWS Region",,,,"S3-BatchOperations-Objects","Per object fee for object operations performed by Batch Operations",,,,,,,,"APS1-BatchOperations-Objects","",,,,"ap-southeast-1","Amazon Simple Storage Service",
"BY6KATPWUZSZAXWT","JRTCKXETXF","BY6KATPWUZSZAXWT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per 1,000 PUT, COPY, POST or LIST requests to Glacier Instant Retrieval","2023-07-01","0","Inf","Requests","0.0000200000","USD",,"AmazonS3","Asia Pacific (Hyderabad)","AWS Region",,,,,,"S3-API-GIR-Tier1","PUT/COPY/POST or LIST requests to Glacier Instant Retrieval",,,,,,"APS5-Requests-GIR-Tier1","",,,,"ap-south-2","Amazon Simple Storage Service",
"BYC7WBDFEKDKZBRZ","JRTCKXETXF","BYC7WBDFEKDKZBRZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Mumbai) InterRegion Outbound Base Data Transfer for MRAP to Asia Pacific (Seoul)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Seoul)","AWS Region","APS3-APN2-MRAP-Out-Bytes","MRAP-Dtransfer",,"ap-south-1",,,"Amazon Simple Storage Service","ap-northeast-2"
"BYHBM3TEVRDKNW5X","JRTCKXETXF","BYHBM3TEVRDKNW5X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Australia-Asia Pacific Data Transfer for Multi Region Access Points to Asia Pacific","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"IntraRegion Outbound","AU","AWS Region","AP","AWS Region","AP-AU-MRAP-Out-Bytes","",,"",,,"Amazon Simple Storage Service",""
"BYMAT9ZDUJKRX78V","JRTCKXETXF","BYMAT9ZDUJKRX78V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per GB-Month prorated for small objects deleted or overwritten before 90 days in Glacier Instant Retrieval","2023-07-01","0","Inf","GB-Mo","0.0050000000","USD",,"AmazonS3","Asia Pacific (Osaka)","AWS Region",,,,"S3:EarlyDelete-GIR-SmallObjects","Pro-rated fee for small objects deleted before 90 days in Glacier Instant Retrieval volume",,,,,,,,"APN3-EarlyDelete-GIR-SmObjects","",,,,"ap-northeast-3","Amazon Simple Storage Service",
"BYNRUUVM4D6JAFCF","JRTCKXETXF","BYNRUUVM4D6JAFCF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - EU (London) Data Transfer for Replication Time Control to EU (Frankfurt)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","EU (Frankfurt)","AWS Region","EUW2-EUC1-S3RTC-Out-Bytes","",,"eu-west-2",,,"Amazon Simple Storage Service","eu-central-1"
"BYWHHJGS24NWKDYZ","JRTCKXETXF","BYWHHJGS24NWKDYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","EU (Stockholm)","AWS Region","EUN1-APS2-S3RTC-In-Bytes","",,"ap-southeast-2",,,"Amazon Simple Storage Service","eu-north-1"
"BYWPTAE4WRZSC89Z","JRTCKXETXF","BYWPTAE4WRZSC89Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in Asia Pacific (Tokyo)","2023-07-01","0","Inf","API Requests","0.0000000000","USD",,"AmazonS3","Asia Pacific (Tokyo)","AWS Region",,,,,,"S3-API-DAA-TIER5","Bulk INT Restore Requests",,,,,,"APN1-Requests-INT-DAA-Tier5","RestoreObjectBulk",,,,"ap-northeast-1","Amazon Simple Storage Service",
"BYXT2NX2ZWKMFMBJ","JRTCKXETXF","BYXT2NX2ZWKMFMBJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.00 per 1 million object operations performed by Batch Operations","2023-07-01","0","Inf","Objects","0.0000010000","USD",,"AmazonS3","Middle East (Bahrain)","AWS Region",,,,"S3-BatchOperations-Objects","Per object fee for object operations performed by Batch Operations",,,,,,,,"MES1-BatchOperations-Objects","",,,,"me-south-1","Amazon Simple Storage Service",
"BYXWTRQYKTSBZDMZ","JRTCKXETXF","BYXWTRQYKTSBZDMZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to Africa (Cape Town)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","Africa (Cape Town)","AWS Region","APS1-AFS1-S3RTC-Out-Bytes","",,"ap-southeast-1",,,"Amazon Simple Storage Service","af-south-1"
"BZ44Z7CJS88DBGYN","JRTCKXETXF","BZ44Z7CJS88DBGYN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - Asia Pacific (Seoul) InterRegion Inbound Base Data Transfer for MRAP to Asia Pacific (Singapore)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS1-APN2-MRAP-In-Bytes","MRAP-Dtransfer",,"ap-northeast-2",,,"Amazon Simple Storage Service","ap-southeast-1"
"BZB2KY5KYKYPX772","JRTCKXETXF","BZB2KY5KYKYPX772.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0033 per GB - AWS Inbound Base Data Transfer for MRAP to Asia Pacific (Mumbai)","2023-07-01","0","Inf","GB","0.0033000000","USD",,"AmazonS3",,,,,,,,,,"AWS Inbound","External","Other","Asia Pacific (Mumbai)","AWS Region","APS3-DataTransfer-In-Bytes","MRAP-Dtransfer",,"",,,"Amazon Simple Storage Service","ap-south-1"
"BZCJTR8BS98M6QY6","JRTCKXETXF","BZCJTR8BS98M6QY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US West (Oregon)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-S3RTC-Out-Bytes","",,"us-east-1",,,"Amazon Simple Storage Service","us-west-2"
"BZE5UBRXZCWYTTRP","JRTCKXETXF","BZE5UBRXZCWYTTRP.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.025 per GB - first 50 TB / month of storage used","2023-07-01","0","51200","GB-Mo","0.0250000000","USD","Storage","AmazonS3","Asia Pacific (Hong Kong)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APE1-TimedStorage-ByteHrs","","99.999999999%",,,"ap-east-1","Amazon Simple Storage Service",
"BZE5UBRXZCWYTTRP","JRTCKXETXF","BZE5UBRXZCWYTTRP.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.024 per GB - next 450 TB / month of storage used","2023-07-01","51200","512000","GB-Mo","0.0240000000","USD","Storage","AmazonS3","Asia Pacific (Hong Kong)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APE1-TimedStorage-ByteHrs","","99.999999999%",,,"ap-east-1","Amazon Simple Storage Service",
"BZE5UBRXZCWYTTRP","JRTCKXETXF","BZE5UBRXZCWYTTRP.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.023 per GB - storage used / month over 500 TB","2023-07-01","512000","Inf","GB-Mo","0.0230000000","USD","Storage","AmazonS3","Asia Pacific (Hong Kong)","AWS Region","99.99%","General Purpose","Standard",,,,,,,,,,"APE1-TimedStorage-ByteHrs","","99.999999999%",,,"ap-east-1","Amazon Simple Storage Service",
"BZVRFQZGUDU4PB5D","JRTCKXETXF","BZVRFQZGUDU4PB5D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) Data Transfer for Replication Time Control to EU (Stockholm)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Inbound","EU (Ireland)","AWS Region","EU (Stockholm)","AWS Region","EUN1-EU-S3RTC-In-Bytes","",,"eu-west-1",,,"Amazon Simple Storage Service","eu-north-1"
"C23FV4B3DEYCGKDB","JRTCKXETXF","C23FV4B3DEYCGKDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per GB - US West (Oregon) Data Transfer for Replication Time Control to EU (Paris)","2023-07-01","0","Inf","GB","0.0150000000","USD",,"AmazonS3",,,,,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","EU (Paris)","AWS Region","USW2-EUW3-S3RTC-Out-Bytes","",,"us-west-2",,,"Amazon Simple Storage Service","eu-west-3"
"C268B3SNC9S7QDFS","JRTCKXETXF","C268B3SNC9S7QDFS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per 1,000 - Bulk Glacier requests","2023-07-01","0","Inf","Requests","0.0000000000","USD",,"AmazonS3","South America (Sao Paulo)","AWS Region",,,,,,"S3-API-Tier5","Bulk Glacier Restore Requests",,,,,,"SAE1-Requests-Tier5","",,,,"sa-east-1","Amazon Simple Storage Service",
"C28AR3Z5MW6YQBAS","JRTCKXETXF","C28AR3Z5MW6YQBAS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per GB for Bulk-Retrieval-Bytes:IntDAARestoreObject in EU (London)","2023-07-01","0","Inf","GB","0.0000000000","USD",,"AmazonS3","EU (London)","AWS Region",,,,,,"INT-DAA-RestoreObject","Bulk INT Retrieval",,,,,,"EUW2-Bulk-Retrieval-Bytes","IntDAARestoreObject",,,,"eu-west-2","Amazon Simple Storage Service",
"C2ACP7M4VPBEUK97","JRTCKXETXF","C2ACP7M4VPBEUK97.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0008 per GB - for bytes returned by S3 Select in Standard","2023-07-01","0","Inf","GB","0.0008000000","USD","API Request","AmazonS3","US West (N. California)","AWS Region",,,,,,"S3-API-Select-Returned","Data Returned by S3 Select in Standard",,,,,,"USW1-Select-Returned-Bytes","",,,,"us-west-1","Amazon Simple Storage Service",
